Toxicant,strain1,strain2,Relative.Potency.Estimate,SE,t.value,p.value,Fraction.Comparison,p...0.05
Zinc chloride,ECA36,ECA396,1.452990805,0.11172781,4.054414075,0.000052,10-Oct,T
Zinc chloride,ECA36,MY16,1.03866277,0.07120869,0.542950161,0.587214,10-Oct,F
Zinc chloride,ECA36,N2,0.979511093,0.070284649,-0.291513251,0.770684,10-Oct,F
Zinc chloride,ECA36,RC301,1.178925327,0.081228482,2.202741243,0.027706,10-Oct,T
Zinc chloride,ECA36,XZ1516,1.192368781,0.082135173,2.342099913,0.019256,10-Oct,T
Zinc chloride,ECA396,MY16,0.714844696,0.055224735,-5.163543219,<< 0.00001,10-Oct,T
Zinc chloride,ECA396,N2,0.674134406,0.053881849,-6.047780503,<< 0.00001,10-Oct,T
Zinc chloride,ECA396,RC301,0.811378381,0.062832367,-3.001981727,0.00271,10-Oct,T
Zinc chloride,ECA396,XZ1516,0.820630645,0.06349428,-2.82496873,0.004767,10-Oct,T
Zinc chloride,MY16,N2,0.943050162,0.068049115,-0.836893152,0.402735,10-Oct,F
Zinc chloride,MY16,RC301,1.13504148,0.078683122,1.716269973,0.08624,10-Oct,F
Zinc chloride,MY16,XZ1516,1.147984519,0.079562146,1.859986531,0.063008,10-Oct,F
Zinc chloride,N2,RC301,1.203585477,0.087224104,2.334050647,0.019674,10-Oct,T
Zinc chloride,N2,XZ1516,1.217310134,0.088193176,2.464024365,0.013807,10-Oct,T
Zinc chloride,RC301,XZ1516,1.011403143,0.070424696,0.161919659,0.871383,10-Oct,F
Aldicarb,CB4855,CB4856,0.751924665,0.042641484,-5.81769944,<< 0.00001,10-Oct,T
Aldicarb,CB4855,ECA36,0.804697747,0.047784884,-4.087113658,0.000045,10-Oct,T
Aldicarb,CB4855,ECA396,0.883051374,0.055215715,-2.118031562,0.034247,10-Oct,T
Aldicarb,CB4855,MY16,1.249987591,0.082077042,3.045767569,0.002339,10-Oct,T
Aldicarb,CB4855,N2,0.821463113,0.047309974,-3.773768411,0.000164,10-Oct,T
Aldicarb,CB4855,RC301,1.082955069,0.068858406,1.204719569,0.228399,10-Oct,F
Aldicarb,CB4855,XZ1516,0.834738047,0.052176716,-3.167350586,0.001552,10-Oct,T
Aldicarb,CB4856,ECA36,1.070184002,0.056426706,1.243808247,0.213659,10-Oct,F
Aldicarb,CB4856,ECA396,1.174388094,0.066245738,2.632442454,0.008517,10-Oct,T
Aldicarb,CB4856,MY16,1.662384079,0.099859066,6.633189194,<< 0.00001,10-Oct,T
Aldicarb,CB4856,N2,1.092480606,0.055455806,1.667645157,0.095482,10-Oct,F
Aldicarb,CB4856,RC301,1.440244109,0.083041061,5.301523174,<< 0.00001,10-Oct,T
Aldicarb,CB4856,XZ1516,1.110135212,0.062433192,1.764049035,0.077817,10-Oct,F
Aldicarb,ECA36,ECA396,1.097370258,0.064825206,1.502043177,0.133182,10-Oct,F
Aldicarb,ECA36,MY16,1.553362858,0.097376644,5.682706208,<< 0.00001,10-Oct,T
Aldicarb,ECA36,N2,1.020834365,0.054899284,0.379501575,0.70434,10-Oct,F
Aldicarb,ECA36,RC301,1.345791104,0.081173732,4.259889197,0.000021,10-Oct,T
Aldicarb,ECA36,XZ1516,1.03733116,0.06107446,0.611240118,0.541083,10-Oct,F
Aldicarb,ECA396,MY16,1.415532129,0.092707195,4.482199349,0.000008,10-Oct,T
Aldicarb,ECA396,N2,0.930255178,0.053332372,-1.307738976,0.191054,10-Oct,F
Aldicarb,ECA396,RC301,1.22637833,0.077677915,2.914320357,0.003589,10-Oct,T
Aldicarb,ECA396,XZ1516,0.945288203,0.058761536,-0.931081799,0.35188,10-Oct,F
Aldicarb,MY16,N2,0.657177014,0.039836579,-8.605733622,<< 0.00001,10-Oct,T
Aldicarb,MY16,RC301,0.866372656,0.057271651,-2.333219706,0.019697,10-Oct,T
Aldicarb,MY16,XZ1516,0.667797067,0.044000547,-7.549972754,<< 0.00001,10-Oct,T
Aldicarb,N2,RC301,1.318324648,0.077018966,4.133068307,0.000037,10-Oct,T
Aldicarb,N2,XZ1516,1.01616011,0.058237039,0.277488516,0.781423,10-Oct,F
Aldicarb,RC301,XZ1516,0.770796565,0.048924478,-4.684841712,0.000003,10-Oct,T
Methomyl,CB4855,CB4856,0.56689633,0.03969218,-10.91156161,<< 0.00001,10-Oct,T
Methomyl,CB4855,ECA36,0.658913612,0.046411789,-7.34913252,<< 0.00001,10-Oct,T
Methomyl,CB4855,ECA396,0.775480116,0.058285974,-3.852039691,0.00012,10-Oct,T
Methomyl,CB4855,MY16,0.863254421,0.066542591,-2.055008326,0.039989,10-Oct,T
Methomyl,CB4855,N2,0.669493533,0.049610106,-6.662079425,<< 0.00001,10-Oct,T
Methomyl,CB4855,RC301,0.75755818,0.055680146,-4.35418791,0.000014,10-Oct,T
Methomyl,CB4855,XZ1516,0.864193351,0.066224299,-2.05070722,0.040406,10-Oct,T
Methomyl,CB4856,ECA36,1.162317654,0.068556109,2.367661426,0.017982,10-Oct,T
Methomyl,CB4856,ECA396,1.367939911,0.088465868,4.159117161,0.000033,10-Oct,T
Methomyl,CB4856,MY16,1.522772992,0.101935566,5.12846507,<< 0.00001,10-Oct,T
Methomyl,CB4856,N2,1.180980538,0.074282247,2.436390175,0.014909,10-Oct,T
Methomyl,CB4856,RC301,1.336325778,0.083611149,4.022499192,0.000059,10-Oct,T
Methomyl,CB4856,XZ1516,1.524429256,0.101361229,5.173864423,<< 0.00001,10-Oct,T
Methomyl,ECA36,ECA396,1.17690711,0.076791082,2.303745497,0.021324,10-Oct,T
Methomyl,ECA36,MY16,1.310117752,0.088410996,3.507683058,0.000461,10-Oct,T
Methomyl,ECA36,N2,1.016056612,0.064628296,0.248445546,0.803811,10-Oct,F
Methomyl,ECA36,RC301,1.149707891,0.072641892,2.060902964,0.039422,10-Oct,T
Methomyl,ECA36,XZ1516,1.311542719,0.087902171,3.544198216,0.000402,10-Oct,T
Methomyl,ECA396,MY16,1.113187048,0.08060903,1.404148506,0.160407,10-Oct,F
Methomyl,ECA396,N2,0.863327788,0.059365941,-2.302199029,0.021411,10-Oct,T
Methomyl,ECA396,RC301,0.976889239,0.066888265,-0.345512942,0.72974,10-Oct,F
Methomyl,ECA396,XZ1516,1.114397821,0.080221468,1.426025026,0.153994,10-Oct,F
Methomyl,MY16,N2,0.775546023,0.05504488,-4.077654032,0.000047,10-Oct,T
Methomyl,MY16,RC301,0.87756073,0.061977503,-1.975543781,0.048324,10-Oct,T
Methomyl,MY16,XZ1516,1.001087663,0.074107376,0.014676856,0.988291,10-Oct,F
Methomyl,N2,RC301,1.131539205,0.075633632,1.739162878,0.082137,10-Oct,F
Methomyl,N2,XZ1516,1.290816578,0.091120789,3.191550274,0.001434,10-Oct,T
Methomyl,RC301,XZ1516,1.140761692,0.080074112,1.757892649,0.078896,10-Oct,F
Pyraclostrobin,CB4855,CB4856,0.49291841,0.077916392,-6.508021938,<< 0.00001,10-Oct,T
Pyraclostrobin,CB4855,ECA36,0.403072669,0.061536891,-9.700316727,<< 0.00001,10-Oct,T
Pyraclostrobin,CB4855,ECA396,1.330191504,0.231404555,1.426901488,0.153766,10-Oct,F
Pyraclostrobin,CB4855,MY16,0.732567624,0.119264532,-2.24234625,0.025049,10-Oct,T
Pyraclostrobin,CB4855,N2,0.388101779,0.056468727,-10.83605484,<< 0.00001,10-Oct,T
Pyraclostrobin,CB4855,RC301,0.443210429,0.070630861,-7.883091906,<< 0.00001,10-Oct,T
Pyraclostrobin,CB4855,XZ1516,0.662944676,0.104727634,-3.218399106,0.00131,10-Oct,T
Pyraclostrobin,CB4856,ECA36,0.817726952,0.115521667,-1.577825633,0.114765,10-Oct,F
Pyraclostrobin,CB4856,ECA396,2.698603823,0.444624929,3.82030721,0.000137,10-Oct,T
Pyraclostrobin,CB4856,MY16,1.486184346,0.226655158,2.145039852,0.032071,10-Oct,T
Pyraclostrobin,CB4856,N2,0.78735501,0.105164441,-2.022023672,0.043308,10-Oct,T
Pyraclostrobin,CB4856,RC301,0.899155764,0.133651751,-0.754529854,0.450621,10-Oct,F
Pyraclostrobin,CB4856,XZ1516,1.344937952,0.198105116,1.741186493,0.081806,10-Oct,F
Pyraclostrobin,ECA36,ECA396,3.300128258,0.522412947,4.402892908,0.000011,10-Oct,T
Pyraclostrobin,ECA36,MY16,1.817457945,0.26662576,3.065937614,0.002199,10-Oct,T
Pyraclostrobin,ECA36,N2,0.962858088,0.121686627,-0.305225911,0.760226,10-Oct,F
Pyraclostrobin,ECA36,RC301,1.099579464,0.15693028,0.63454589,0.525798,10-Oct,F
Pyraclostrobin,ECA36,XZ1516,1.644727435,0.232918502,2.768038727,0.005692,10-Oct,T
Pyraclostrobin,ECA396,MY16,0.550723427,0.092951475,-4.833452869,0.000001,10-Oct,T
Pyraclostrobin,ECA396,N2,0.291763839,0.044178126,-16.0313764,<< 0.00001,10-Oct,T
Pyraclostrobin,ECA396,RC301,0.333192948,0.05544761,-12.02589338,<< 0.00001,10-Oct,T
Pyraclostrobin,ECA396,XZ1516,0.498382883,0.082572303,-6.074883483,<< 0.00001,10-Oct,T
Pyraclostrobin,MY16,N2,0.529782871,0.073781398,-6.373112188,<< 0.00001,10-Oct,T
Pyraclostrobin,MY16,RC301,0.605009578,0.093078435,-4.243629809,0.000023,10-Oct,T
Pyraclostrobin,MY16,XZ1516,0.904960381,0.138027238,-0.688556988,0.491183,10-Oct,F
Pyraclostrobin,N2,RC301,1.141995355,0.154287211,0.920331337,0.357511,10-Oct,F
Pyraclostrobin,N2,XZ1516,1.708172216,0.228701441,3.096492153,0.001986,10-Oct,T
Pyraclostrobin,RC301,XZ1516,1.495778603,0.222247811,2.230746846,0.025809,10-Oct,T
