"Toxicant","strain1","strain2","Relative.Potency.Estimate","SE","t.value","p.value","p...0.05"
"Aldicarb","strainCB4856","strainMY16",1.5067487296602,0.0717090187089812,7.06673635734368,"<< 0.00001","T"
"Aldicarb","strainCB4856","strainPD1074",1.08818914932139,0.0527993547600878,1.67026945162706,"0.094962","F"
"Aldicarb","strainCB4856","strainRC301",1.36373305669202,0.0659813946961778,5.51266093065913,"<< 0.00001","T"
"Aldicarb","strainCB4856","strainXZ1516",1.10417263508026,0.0583985551174347,1.78382213174236,"0.074545","F"
"Aldicarb","strainECA248","strainECA36",0.831309129713002,0.0419013394361555,-4.02590639242046,"0.000058","T"
"Aldicarb","strainECA248","strainECA396",0.903444499867768,0.0462481744171629,-2.08776889788756,"0.036896","T"
"Aldicarb","strainECA248","strainMY16",1.17322867054712,0.0551827579556619,3.13918109504981,"0.001709","T"
"Aldicarb","strainECA248","strainPD1074",0.847317594387531,0.0407571676088879,-3.74614858121725,"0.000183","T"
"Aldicarb","strainECA248","strainRC301",1.06186963332949,0.050873134856477,1.21615531466723,"0.224013","F"
"Aldicarb","strainECA248","strainXZ1516",0.859763122549222,0.0452162974005594,-3.10146751310608,"0.001942","T"
"Aldicarb","strainECA36","strainECA396",1.08677322018546,0.0573204883668473,1.5138255562324,"0.130166","F"
"Aldicarb","strainECA36","strainMY16",1.41130252106357,0.0690599749685571,5.95572936785507,"<< 0.00001","T"
"Aldicarb","strainECA36","strainPD1074",1.01925693355498,0.050744892775401,0.379485156076856,"0.704352","F"
"Aldicarb","strainECA36","strainRC301",1.27734629077884,0.0634291039701512,4.37253994490216,"0.000013","T"
"Aldicarb","strainECA36","strainXZ1516",1.03422793256949,0.0558238157099301,0.613142117467322,"0.539825","F"
"Aldicarb","strainECA396","strainMY16",1.29861731486421,0.0644549697739375,4.63296028082168,"0.000004","T"
"Aldicarb","strainECA396","strainPD1074",0.937874539622022,0.0474617633804663,-1.30895811603045,"0.19064","F"
"Aldicarb","strainECA396","strainRC301",1.17535679666533,0.0592461292368073,2.95980174442154,"0.0031","T"
"Aldicarb","strainECA396","strainXZ1516",0.951650181804262,0.0521349033839217,-0.927398250643905,"0.353788","F"
"Aldicarb","strainMY16","strainPD1074",0.722210099069939,0.0334016431517139,-8.31665375467634,"<< 0.00001","T"
"Aldicarb","strainMY16","strainRC301",0.905083262953585,0.0415911790264508,-2.28213624302525,"0.022545","T"
"Aldicarb","strainMY16","strainXZ1516",0.732818029539186,0.0376513099110192,-7.0962197886937,"<< 0.00001","T"
"Aldicarb","strainPD1074","strainRC301",1.25321324655962,0.059156851200516,4.28037059818042,"0.000019","T"
"Aldicarb","strainPD1074","strainXZ1516",1.01468815028052,0.052825102272438,0.278052472189566,"0.78099","F"
"Aldicarb","strainRC301","strainXZ1516",0.809669186841174,0.0420585172993088,-4.52538095445304,"0.000006","T"
"Chlorfenapyr","strainCB4856","strainECA248",1.49673005245187,0.0913110340201618,5.43997839672026,"<< 0.00001","T"
"Chlorfenapyr","strainCB4856","strainECA36",0.00823970952001249,0.00135161268138907,-733.760717205424,"<< 0.00001","T"
"Chlorfenapyr","strainCB4856","strainECA396",0.0179678631772062,0.00247310521296772,-397.084657649627,"<< 0.00001","T"
"Chlorfenapyr","strainCB4856","strainMY16",1.30017182792608,0.0799477116425131,3.75460187363843,"0.000177","T"
"Chlorfenapyr","strainCB4856","strainPD1074",0.663036350612452,0.0541235039262896,-6.22582842837477,"<< 0.00001","T"
"Chlorfenapyr","strainCB4856","strainRC301",1.26424973214401,0.0803561492066885,3.28848177460963,"0.00102","T"
"Chlorfenapyr","strainCB4856","strainXZ1516",0.843086596720309,0.0615480831462069,-2.5494441948248,"0.010845","T"
"Chlorfenapyr","strainECA248","strainECA36",0.00550514069421844,0.000894599277388717,-1111.66517170532,"<< 0.00001","T"
"Chlorfenapyr","strainECA248","strainECA396",0.0120047453766109,0.00162883715366207,-606.564782981592,"<< 0.00001","T"
"Chlorfenapyr","strainECA248","strainMY16",0.868674899522601,0.0464771468155339,-2.8255843887884,"0.004755","T"
"Chlorfenapyr","strainECA248","strainPD1074",0.442989936312362,0.033593442314376,-16.5809165513613,"<< 0.00001","T"
"Chlorfenapyr","strainECA248","strainRC301",0.844674515670328,0.0472118090809053,-3.28997103380419,"0.001015","T"
"Chlorfenapyr","strainECA248","strainXZ1516",0.563285674219747,0.0373936591049985,-11.678833690867,"<< 0.00001","T"
"Chlorfenapyr","strainECA36","strainECA396",2.18064279251182,0.23256428648457,5.07662982291199,"<< 0.00001","T"
"Chlorfenapyr","strainECA36","strainMY16",157.793405795222,25.6191728454138,6.12015878659761,"<< 0.00001","T"
